88655,31.243287,34.797909,1
88655,31.243131,34.797846,2
88655,31.242994,34.797822,3
88655,31.242898,34.797809,4
88655,31.242361,34.797810,5
88655,31.241869,34.797814,6
88655,31.241604,34.797781,7
88655,31.241495,34.797744,8
88655,31.241382,34.797692,9
88655,31.241347,34.797626,10
88655,31.241325,34.797571,11
88655,31.241211,34.797260,12
88655,31.241172,34.796954,13
88655,31.241163,34.796906,14
88655,31.241150,34.796865,15
88655,31.241098,34.796699,16
88655,31.241047,34.796741,17
88655,31.240736,34.796943,18
88655,31.240411,34.797148,19
88655,31.239926,34.797409,20
88655,31.239270,34.797698,21
88655,31.239151,34.797753,22
88655,31.238610,34.797999,23
88655,31.237835,34.798303,24
88655,31.237307,34.798551,25
88655,31.236910,34.798812,26
88655,31.236572,34.799087,27
88655,31.236227,34.799440,28
88655,31.235842,34.799882,29
88655,31.235555,34.800179,30
88655,31.235224,34.800453,31
88655,31.234984,34.800636,32
88655,31.234969,34.800645,33
88655,31.234425,34.800921,34
88655,31.233745,34.801271,35
88655,31.233277,34.801508,36
88655,31.232597,34.801832,37
88655,31.232199,34.802005,38
88655,31.231698,34.802220,39
88655,31.231078,34.802408,40
88655,31.230434,34.802577,41
88655,31.230291,34.802629,42
88655,31.229736,34.802768,43
88655,31.228201,34.803170,44
88655,31.226999,34.803475,45
88655,31.226551,34.803591,46
88655,31.226571,34.803733,47
88655,31.226613,34.804360,48
88655,31.226785,34.805533,49
88655,31.226805,34.805804,50
88655,31.226797,34.806007,51
88655,31.226767,34.806237,52
88655,31.226601,34.806960,53
88655,31.226341,34.808169,54
88655,31.226236,34.808589,55
88655,31.226179,34.808888,56
88655,31.226015,34.809592,57
88655,31.228402,34.809717,58
88655,31.228318,34.810110,59
88655,31.228261,34.810351,60
88655,31.228229,34.810585,61
88655,31.228215,34.810813,62
88655,31.228194,34.810815,63
88655,31.228166,34.810827,64
88655,31.228141,34.810846,65
88655,31.228123,34.810868,66
88655,31.228111,34.810888,67
88655,31.228098,34.810918,68
88655,31.228091,34.810948,69
88655,31.228090,34.810999,70
88655,31.228098,34.811037,71
88655,31.228115,34.811076,72
88655,31.228130,34.811095,73
88655,31.228109,34.811476,74
88655,31.227928,34.812377,75
88655,31.227751,34.812959,76
88655,31.227697,34.813194,77
88655,31.227637,34.813336,78
88655,31.227588,34.813434,79
88655,31.227538,34.813497,80
88655,31.227226,34.813453,81
88655,31.226362,34.813333,82
88655,31.226335,34.813328,83
88655,31.225352,34.813157,84
88655,31.225341,34.813139,85
88655,31.225330,34.813127,86
88655,31.225325,34.813122,87
88655,31.225306,34.813109,88
88655,31.225293,34.813102,89
88655,31.225281,34.813098,90
88655,31.225272,34.813096,91
88655,31.225258,34.813094,92
88655,31.225243,34.813095,93
88655,31.225229,34.813098,94
88655,31.225215,34.813102,95
88655,31.225202,34.813109,96
88655,31.225183,34.813123,97
88655,31.225178,34.813128,98
88655,31.225166,34.813142,99
88655,31.224717,34.813099,100
88655,31.224115,34.813024,101
88655,31.222587,34.812807,102
88655,31.221909,34.812716,103
88655,31.220563,34.812495,104
88655,31.220336,34.812463,105
88655,31.220245,34.812447,106
88655,31.220227,34.812427,107
88655,31.220217,34.812418,108
88655,31.220196,34.812401,109
88655,31.220173,34.812388,110
88655,31.220166,34.812385,111
88655,31.220145,34.812377,112
88655,31.220125,34.812372,113
88655,31.220100,34.812370,114
88655,31.220075,34.812371,115
88655,31.220050,34.812375,116
88655,31.220032,34.812382,117
88655,31.220015,34.812389,118
88655,31.219992,34.812402,119
88655,31.219972,34.812419,120
88655,31.219953,34.812438,121
88655,31.219949,34.812443,122
88655,31.219625,34.812481,123
88655,31.219061,34.812501,124
88655,31.218091,34.812548,125
88655,31.217132,34.812595,126
88655,31.216806,34.812610,127
88655,31.215959,34.812646,128
88655,31.215338,34.812681,129
88655,31.215104,34.812694,130
88655,31.214199,34.812733,131
88655,31.213528,34.812749,132
88655,31.213528,34.810888,133
88655,31.213516,34.810646,134
88655,31.213533,34.809466,135
88655,31.215309,34.809222,136
88655,31.217146,34.808872,137
