87865,31.241701,34.797937,1
87865,31.241971,34.797985,2
87865,31.243121,34.798000,3
87865,31.243231,34.797986,4
87865,31.243345,34.798084,6
87865,31.243287,34.797909,7
87865,31.243131,34.797846,8
87865,31.242994,34.797822,9
87865,31.242898,34.797809,10
87865,31.242361,34.797810,11
87865,31.241869,34.797814,12
87865,31.241604,34.797781,13
87865,31.241495,34.797744,14
87865,31.241382,34.797692,15
87865,31.241347,34.797626,16
87865,31.241325,34.797571,17
87865,31.241211,34.797260,18
87865,31.241172,34.796954,19
87865,31.241163,34.796906,20
87865,31.241150,34.796865,21
87865,31.241098,34.796699,22
87865,31.241035,34.796497,23
87865,31.240817,34.795866,24
87865,31.240569,34.795149,25
87865,31.240530,34.795040,26
87865,31.240447,34.794841,27
87865,31.240362,34.794703,28
87865,31.240364,34.794676,29
87865,31.240362,34.794660,30
87865,31.240359,34.794645,31
87865,31.240354,34.794631,32
87865,31.240348,34.794617,33
87865,31.240340,34.794604,34
87865,31.240332,34.794594,35
87865,31.240315,34.794577,36
87865,31.240304,34.794569,37
87865,31.240291,34.794563,38
87865,31.240271,34.794558,39
87865,31.240258,34.794556,40
87865,31.240239,34.794558,41
87865,31.240225,34.794561,42
87865,31.240212,34.794567,43
87865,31.240194,34.794578,44
87865,31.240179,34.794593,45
87865,31.240170,34.794604,46
87865,31.239768,34.794225,47
87865,31.239230,34.793609,48
87865,31.239108,34.793479,49
87865,31.238782,34.793159,50
87865,31.238234,34.792707,51
87865,31.238657,34.792066,52
87865,31.239092,34.791487,53
87865,31.239535,34.790847,54
87865,31.239970,34.790217,55
87865,31.240474,34.790714,56
87865,31.240984,34.791216,57
87865,31.241511,34.791722,58
87865,31.242040,34.792227,59
87865,31.242309,34.792484,60
87865,31.242557,34.792730,61
87865,31.242868,34.792989,62
87865,31.243366,34.793378,63
87865,31.243432,34.793598,64
87865,31.243440,34.793691,65
87865,31.243429,34.793765,66
87865,31.243334,34.793976,67
87865,31.242997,34.794408,68
87865,31.242682,34.794806,69
87865,31.242577,34.794934,70
87865,31.241854,34.795899,71
87865,31.241804,34.795956,72
87865,31.241571,34.796220,73
87865,31.241296,34.796533,74
87865,31.241098,34.796699,75
87865,31.241047,34.796741,76
87865,31.240736,34.796943,77
87865,31.240411,34.797148,78
87865,31.239926,34.797409,79
87865,31.239270,34.797698,80
87865,31.239151,34.797753,81
87865,31.239205,34.797919,82
87865,31.239338,34.798373,83
87865,31.239537,34.799035,84
87865,31.239606,34.799225,85
87865,31.239740,34.799599,86
87865,31.239827,34.799840,87
87865,31.239945,34.800072,88
87865,31.240004,34.800189,89
87865,31.240354,34.800688,90
87865,31.240381,34.800726,91
